(1)_X,0 --> 3
(2719)SPMM,84,75,0 --> 2
(2720)SPMM,84,77,0 --> 2
(2721)SPMM,84,79,0 --> 2
(2722)SPMM,84,81,0 --> 2
(2723)SPMM,84,83,0 --> 2
(2724)SPMM,84,84,0 --> 2
(2725)SPMM,85,69,0 --> 2
(2726)SPMM,85,70,0 --> 2
(2727)SPMM,85,73,0 --> 2
(2728)SPMM,85,74,0 --> 2
(2729)SPMM,85,75,0 --> 2
(2730)SPMM,85,77,0 --> 2
(2731)SPMM,85,79,0 --> 2
(2732)SPMM,85,81,0 --> 2
(2733)SPMM,85,84,0 --> 2
(2734)SPMM,85,85,0 --> 2
(2735)SPMM,86,69,0 --> 2
(2736)SPMM,86,70,0 --> 2
(2737)SPMM,86,71,0 --> 2
(2738)SPMM,86,74,0 --> 2
(2739)SPMM,86,75,0 --> 2
(2740)SPMM,86,77,0 --> 2
(2741)SPMM,86,79,0 --> 2
(2742)SPMM,86,84,0 --> 2
(2743)SPMM,86,85,0 --> 2
(2744)SPMM,86,86,0 --> 2
(2745)SPMM,87,69,0 --> 2
(2746)SPMM,87,70,0 --> 2
(2747)SPMM,87,71,0 --> 2
(2748)SPMM,87,72,0 --> 2
(2749)SPMM,87,73,0 --> 2
(2750)SPMM,87,74,0 --> 2
(2751)SPMM,87,75,0 --> 2
(2752)SPMM,87,77,0 --> 2
(2753)SPMM,87,78,0 --> 2
(2754)SPMM,87,79,0 --> 2
(2755)SPMM,87,80,0 --> 2
(2756)SPMM,87,81,0 --> 2
(2757)SPMM,87,82,0 --> 2
(2758)SPMM,87,84,0 --> 2
(2759)SPMM,87,85,0 --> 2
(2760)SPMM,87,86,0 --> 2
(2761)SPMM,87,87,0 --> 2
(2762)SPMM,88,69,0 --> 2
(2763)SPMM,88,70,0 --> 2
(2764)SPMM,88,71,0 --> 2
(2765)SPMM,88,72,0 --> 2
(2766)SPMM,88,73,0 --> 2
(2767)SPMM,88,79,0 --> 2
(2768)SPMM,88,80,0 --> 2
(2769)SPMM,88,81,0 --> 2
(2770)SPMM,88,86,0 --> 2
(2771)SPMM,88,87,0 --> 2
(2772)SPMM,88,88,0 --> 2
(2773)SPMM,89,69,0 --> 2
(2774)SPMM,89,70,0 --> 2
(2775)SPMM,89,71,0 --> 2
(2776)SPMM,89,72,0 --> 2
(2777)SPMM,89,73,0 --> 2
(2778)SPMM,89,77,0 --> 2
(2779)SPMM,89,79,0 --> 2
(2780)SPMM,89,80,0 --> 2
(2781)SPMM,89,81,0 --> 2
(2782)SPMM,89,83,0 --> 2
(2783)SPMM,89,84,0 --> 2
(2784)SPMM,89,85,0 --> 2
(2785)SPMM,89,86,0 --> 2
(2786)SPMM,89,87,0 --> 2
(2787)SPMM,89,88,0 --> 2
(2788)SPMM,89,89,0 --> 2
(2789)SPMM,90,69,0 --> 2
(2790)SPMM,90,70,0 --> 2
(2791)SPMM,90,72,0 --> 2
(2792)SPMM,90,73,0 --> 2
(2793)SPMM,90,77,0 --> 2
(2794)SPMM,90,81,0 --> 2
(2795)SPMM,90,83,0 --> 2
(2796)SPMM,90,84,0 --> 2
(2797)SPMM,90,85,0 --> 2
(2798)SPMM,90,86,0 --> 2
(2799)SPMM,90,87,0 --> 2
(2800)SPMM,90,89,0 --> 2
(2801)SPMM,90,90,0 --> 2
(2802)SPMM,91,69,0 --> 2
(2803)SPMM,91,70,0 --> 2
(2804)SPMM,91,73,0 --> 2
(2805)SPMM,91,77,0 --> 2
(2806)SPMM,91,81,0 --> 2
(2807)SPMM,91,82,0 --> 2
(2808)SPMM,91,83,0 --> 2
(2809)SPMM,91,84,0 --> 2
(2810)SPMM,91,85,0 --> 2
(2811)SPMM,91,86,0 --> 2
(2812)SPMM,91,87,0 --> 2
(2813)SPMM,91,89,0 --> 2
(2814)SPMM,91,90,0 --> 2
(2815)SPMM,91,91,0 --> 2
(2816)SPMM,92,69,0 --> 2
(2817)SPMM,92,70,0 --> 2
(2818)SPMM,92,73,0 --> 2
(2819)SPMM,92,77,0 --> 2
(2820)SPMM,92,81,0 --> 2
(2821)SPMM,92,82,0 --> 2
(2822)SPMM,92,83,0 --> 2
(2823)SPMM,92,84,0 --> 2
(2824)SPMM,92,87,0 --> 2
(2825)SPMM,92,89,0 --> 2
(2826)SPMM,92,91,0 --> 2
(2827)SPMM,92,92,0 --> 2
(2828)SPMM,93,69,0 --> 2
(2829)SPMM,93,70,0 --> 2
(2830)SPMM,93,71,0 --> 2
(2831)SPMM,93,72,0 --> 2
(2832)SPMM,93,73,0 --> 2
(2833)SPMM,93,74,0 --> 2
(2834)SPMM,93,75,0 --> 2
(2835)SPMM,93,76,0 --> 2
(2836)SPMM,93,77,0 --> 2
(2837)SPMM,93,78,0 --> 2
(2838)SPMM,93,79,0 --> 2
(2839)SPMM,93,80,0 --> 2
(2840)SPMM,93,81,0 --> 2
(2841)SPMM,93,82,0 --> 2
(2842)SPMM,93,83,0 --> 2
(2843)SPMM,93,84,0 --> 2
(2844)SPMM,93,85,0 --> 2
(2845)SPMM,93,86,0 --> 2
(2846)SPMM,93,87,0 --> 2
(2847)SPMM,93,88,0 --> 2
(2848)SPMM,93,89,0 --> 2
(2849)SPMM,93,90,0 --> 2
(2850)SPMM,93,91,0 --> 2
(2851)SPMM,93,92,0 --> 2
(2852)SPMM,93,93,0 --> 2
(2853)SPMM,94,69,0 --> 2
(2854)SPMM,94,70,0 --> 2
(2855)SPMM,94,71,0 --> 2
(2856)SPMM,94,72,0 --> 2
(2857)SPMM,94,73,0 --> 2
(2858)SPMM,94,74,0 --> 2
(2859)SPMM,94,75,0 --> 2
(2860)SPMM,94,76,0 --> 2
(2861)SPMM,94,77,0 --> 2
(2862)SPMM,94,78,0 --> 2
(2863)SPMM,94,79,0 --> 2
(2864)SPMM,94,80,0 --> 2
(2865)SPMM,94,81,0 --> 2
(2866)SPMM,94,82,0 --> 2
(2867)SPMM,94,83,0 --> 2
(2868)SPMM,94,84,0 --> 2
(2869)SPMM,94,85,0 --> 2
(2870)SPMM,94,86,0 --> 2
(2871)SPMM,94,87,0 --> 2
(2872)SPMM,94,88,0 --> 2
(2873)SPMM,94,89,0 --> 2
(2874)SPMM,94,90,0 --> 2
(2875)SPMM,94,91,0 --> 2
(2876)SPMM,94,92,0 --> 2
(2877)SPMM,94,93,0 --> 2
(2878)SPMM,94,94,0 --> 2
(2879)SPMM,95,69,0 --> 2
(2880)SPMM,95,70,0 --> 2
(2881)SPMM,95,71,0 --> 2
(2882)SPMM,95,72,0 --> 2
(2883)SPMM,95,73,0 --> 2
(2884)SPMM,95,74,0 --> 2
(2885)SPMM,95,75,0 --> 2
(2886)SPMM,95,77,0 --> 2
(2887)SPMM,95,78,0 --> 2
(2888)SPMM,95,79,0 --> 2
(2889)SPMM,95,80,0 --> 2
(2890)SPMM,95,82,0 --> 2
(2891)SPMM,95,83,0 --> 2
(2892)SPMM,95,85,0 --> 2
(2893)SPMM,95,86,0 --> 2
(2894)SPMM,95,87,0 --> 2
(2895)SPMM,95,88,0 --> 2
(2896)SPMM,95,89,0 --> 2
(2897)SPMM,95,90,0 --> 2
(2898)SPMM,95,91,0 --> 2
(2899)SPMM,95,92,0 --> 2
(2900)SPMM,95,93,0 --> 2
(2901)SPMM,95,94,0 --> 2
(2902)SPMM,95,95,0 --> 2
(2903)SETZERO,96,1 --> 20
(2904)SETZERO,97,1 --> 12
(2905)SETZERO,98,1 --> 9
(2906)SETZERO,99,1 --> 16
(2907)SETZERO,100,1 --> 10
(2908)SETZERO,101,1 --> 18
(2909)SETZERO,102,1 --> 18
(2910)SETZERO,103,1 --> 27
(2911)SETZERO,104,1 --> 17
(2912)SETZERO,105,1 --> 14
(2913)SETZERO,106,1 --> 18
(2914)SETZERO,107,1 --> 16
(2915)SETZERO,108,1 --> 13
(2916)SETZERO,109,1 --> 12
(2917)SETZERO,110,1 --> 14
(2918)SETZERO,111,1 --> 13
(2919)SETZERO,112,1 --> 29
(2920)SETZERO,113,1 --> 25
(2921)SETZERO,114,1 --> 15
(2922)SETZERO,115,1 --> 26
(2923)SETZERO,116,1 --> 27
(2924)SETZERO,117,1 --> 21
(2925)SETZERO,118,1 --> 23
(2926)SETZERO,119,1 --> 21
(2927)SETZERO,120,1 --> 33
(2928)SETZERO,121,1 --> 42
(2929)SETZERO,122,1 --> 37
(2930)SETZERO,123,1 --> 41
(2931)SETZERO,124,1 --> 2
(2932)SETZERO,125,1 --> 3
(2933)SETZERO,126,1 --> 4
(2934)SETZERO,127,1 --> 5
(2935)SPMM,96,0,0 --> 2
(2936)SPMM,96,2,0 --> 2
(2937)SPMM,96,5,0 --> 2
(2938)SPMM,96,6,0 --> 2
(2939)SPMM,96,10,0 --> 2
(2940)SPMM,96,11,0 --> 2
(2941)SPMM,96,12,0 --> 2
(2942)SPMM,96,13,0 --> 2
(2943)SPMM,96,14,0 --> 2
(2944)SPMM,96,21,0 --> 2
(2945)SPMM,97,6,0 --> 2
(2946)SPMM,97,10,0 --> 2
(2947)SPMM,97,11,0 --> 2
(2948)SPMM,97,12,0 --> 2
(2949)SPMM,97,13,0 --> 2
(2950)SPMM,97,14,0 --> 2
(2951)SPMM,97,15,0 --> 2
(2952)SPMM,98,10,0 --> 2
(2953)SPMM,98,11,0 --> 2
(2954)SPMM,98,12,0 --> 2
(2955)SPMM,98,13,0 --> 2
(2956)SPMM,98,14,0 --> 2
(2957)SPMM,99,7,0 --> 2
(2958)SPMM,99,8,0 --> 2
(2959)SPMM,99,9,0 --> 2
(2960)SPMM,99,10,0 --> 2
(2961)SPMM,99,11,0 --> 2
(2962)SPMM,99,12,0 --> 2
(2963)SPMM,99,13,0 --> 2
(2964)SPMM,99,14,0 --> 2
(2965)SPMM,100,10,0 --> 2
(2966)SPMM,100,11,0 --> 2
(2967)SPMM,100,13,0 --> 2
(2968)SPMM,100,14,0 --> 2
(2969)SPMM,101,6,0 --> 2
(2970)SPMM,101,7,0 --> 2
(2971)SPMM,101,10,0 --> 2
(2972)SPMM,101,11,0 --> 2
(2973)SPMM,101,12,0 --> 2
(2974)SPMM,101,13,0 --> 2
(2975)SPMM,101,14,0 --> 2
(2976)SPMM,102,6,0 --> 2
(2977)SPMM,102,7,0 --> 2
(2978)SPMM,102,8,0 --> 2
(2979)SPMM,102,10,0 --> 2
(2980)SPMM,102,11,0 --> 2
(2981)SPMM,102,13,0 --> 2
(2982)SPMM,102,14,0 --> 2
(2983)SPMM,103,0,0 --> 2
(2984)SPMM,103,6,0 --> 2
(2985)SPMM,103,7,0 --> 2
(2986)SPMM,103,9,0 --> 2
(2987)SPMM,103,10,0 --> 2
(2988)SPMM,103,11,0 --> 2
(2989)SPMM,103,12,0 --> 2
(2990)SPMM,103,13,0 --> 2
(2991)SPMM,103,14,0 --> 2
(2992)SPMM,103,15,0 --> 2
(2993)SPMM,103,21,0 --> 2
(2994)SPMM,104,7,0 --> 2
(2995)SPMM,104,9,0 --> 2
(2996)SPMM,104,10,0 --> 2
(2997)SPMM,104,11,0 --> 2
(2998)SPMM,104,12,0 --> 2
(2999)SPMM,104,13,0 --> 2
(3000)SPMM,104,14,0 --> 2
(3001)SPMM,104,15,0 --> 2
(3002)SPMM,105,6,0 --> 2
(3003)SPMM,105,11,0 --> 2
(3004)SPMM,105,12,0 --> 2
(3005)SPMM,105,13,0 --> 2
(3006)SPMM,105,14,0 --> 2
(3007)SPMM,105,15,0 --> 2
(3008)SPMM,106,9,0 --> 2
(3009)SPMM,106,10,0 --> 2
(3010)SPMM,106,11,0 --> 2
(3011)SPMM,106,12,0 --> 2
(3012)SPMM,106,13,0 --> 2
(3013)SPMM,106,14,0 --> 2
(3014)SPMM,106,15,0 --> 2
(3015)SPMM,107,9,0 --> 2
(3016)SPMM,107,10,0 --> 2
(3017)SPMM,107,11,0 --> 2
(3018)SPMM,107,12,0 --> 2
(3019)SPMM,107,14,0 --> 2
(3020)SPMM,108,11,0 --> 2
(3021)SPMM,108,12,0 --> 2
(3022)SPMM,108,13,0 --> 2
(3023)SPMM,108,14,0 --> 2
(3024)SPMM,108,15,0 --> 2
(3025)SPMM,109,11,0 --> 2
(3026)SPMM,109,12,0 --> 2
(3027)SPMM,109,13,0 --> 2
(3028)SPMM,109,14,0 --> 2
(3029)SPMM,110,0,0 --> 2
(3030)SPMM,110,6,0 --> 2
(3031)SPMM,110,11,0 --> 2
(3032)SPMM,110,12,0 --> 2
(3033)SPMM,110,13,0 --> 2
(3034)SPMM,110,14,0 --> 2
(3035)SPMM,110,21,0 --> 2
(3036)SPMM,111,0,0 --> 2
(3037)SPMM,111,6,0 --> 2
(3038)SPMM,111,12,0 --> 2
(3039)SPMM,111,13,0 --> 2
(3040)SPMM,111,14,0 --> 2
(3041)SPMM,111,21,0 --> 2
(3042)SPMM,112,0,0 --> 2
(3043)SPMM,112,2,0 --> 2
(3044)SPMM,112,6,0 --> 2
(3045)SPMM,112,7,0 --> 2
(3046)SPMM,112,8,0 --> 2
(3047)SPMM,112,10,0 --> 2
(3048)SPMM,112,11,0 --> 2
(3049)SPMM,112,12,0 --> 2
(3050)SPMM,112,13,0 --> 2
(3051)SPMM,112,14,0 --> 2
(3052)SPMM,112,15,0 --> 2
(3053)SPMM,112,21,0 --> 2
(3054)SPMM,113,2,0 --> 2
(3055)SPMM,113,6,0 --> 2
(3056)SPMM,113,7,0 --> 2
(3057)SPMM,113,8,0 --> 2
(3058)SPMM,113,11,0 --> 2
(3059)SPMM,113,12,0 --> 2
(3060)SPMM,113,13,0 --> 2
(3061)SPMM,113,14,0 --> 2
(3062)SPMM,113,15,0 --> 2
(3063)SPMM,114,2,0 --> 2
(3064)SPMM,114,6,0 --> 2
(3065)SPMM,114,12,0 --> 2
(3066)SPMM,114,13,0 --> 2
(3067)SPMM,114,14,0 --> 2
(3068)SPMM,114,15,0 --> 2
(3069)SPMM,115,2,0 --> 2
(3070)SPMM,115,6,0 --> 2
(3071)SPMM,115,7,0 --> 2
(3072)SPMM,115,8,0 --> 2
(3073)SPMM,115,11,0 --> 2
(3074)SPMM,115,12,0 --> 2
(3075)SPMM,115,13,0 --> 2
(3076)SPMM,115,14,0 --> 2
(3077)SPMM,115,15,0 --> 2
(3078)SPMM,116,8,0 --> 2
(3079)SPMM,116,10,0 --> 2
(3080)SPMM,116,11,0 --> 2
(3081)SPMM,116,12,0 --> 2
(3082)SPMM,116,13,0 --> 2
(3083)SPMM,116,14,0 --> 2
(3084)SPMM,117,8,0 --> 2
(3085)SPMM,117,10,0 --> 2
(3086)SPMM,117,11,0 --> 2
(3087)SPMM,117,12,0 --> 2
(3088)SPMM,117,13,0 --> 2
(3089)SPMM,117,14,0 --> 2
(3090)SPMM,118,10,0 --> 2
(3091)SPMM,118,11,0 --> 2
(3092)SPMM,118,12,0 --> 2
(3093)SPMM,118,13,0 --> 2
(3094)SPMM,118,14,0 --> 2
(3095)SPMM,119,2,0 --> 2
(3096)SPMM,119,6,0 --> 2
(3097)SPMM,119,10,0 --> 2
(3098)SPMM,119,11,0 --> 2
(3099)SPMM,119,12,0 --> 2
(3100)SPMM,119,13,0 --> 2
(3101)SPMM,119,14,0 --> 2
(3102)SPMM,120,0,0 --> 2
(3103)SPMM,120,2,0 --> 2
(3104)SPMM,120,5,0 --> 2
(3105)SPMM,120,6,0 --> 2
(3106)SPMM,120,10,0 --> 2
(3107)SPMM,120,11,0 --> 2
(3108)SPMM,120,12,0 --> 2
(3109)SPMM,120,13,0 --> 2
(3110)SPMM,120,14,0 --> 2
(3111)SPMM,120,15,0 --> 2
(3112)SPMM,120,21,0 --> 2
(3113)SPMM,121,6,0 --> 2
(3114)SPMM,121,7,0 --> 2
(3115)SPMM,121,8,0 --> 2
(3116)SPMM,121,9,0 --> 2
(3117)SPMM,121,10,0 --> 2
(3118)SPMM,121,11,0 --> 2
(3119)SPMM,121,12,0 --> 2
(3120)SPMM,121,13,0 --> 2
(3121)SPMM,121,14,0 --> 2
(3122)SPMM,121,15,0 --> 2
(3123)SPMM,122,5,0 --> 2
(3124)SPMM,122,6,0 --> 2
(3125)SPMM,122,10,0 --> 2
(3126)SPMM,122,11,0 --> 2
(3127)SPMM,122,12,0 --> 2
(3128)SPMM,122,13,0 --> 2
(3129)SPMM,122,14,0 --> 2
(3130)SPMM,122,15,0 --> 2
(3131)SPMM,123,0,0 --> 2
(3132)SPMM,123,6,0 --> 2
(3133)SPMM,123,10,0 --> 2
(3134)SPMM,123,11,0 --> 2
(3135)SPMM,123,12,0 --> 2
(3136)SPMM,123,13,0 --> 2
(3137)SPMM,123,14,0 --> 2
(3138)SPMM,123,15,0 --> 2
(3139)SPMM,123,17,0 --> 2
(3140)SPMM,123,19,0 --> 2
(3141)SPMM,123,20,0 --> 2
(3142)SPMM,96,36,0 --> 2
(3143)SPMM,96,37,0 --> 2
(3144)SPMM,96,52,0 --> 2
(3145)SPMM,96,55,0 --> 2
(3146)SPMM,96,56,0 --> 2
(3147)SPMM,96,58,0 --> 2
(3148)SPMM,96,59,0 --> 2
(3149)SPMM,96,61,0 --> 2
(3150)SPMM,97,59,0 --> 2
(3151)SPMM,97,61,0 --> 2
(3152)SPMM,103,60,0 --> 2
(3153)SPMM,103,61,0 --> 2
(3154)SPMM,105,60,0 --> 2
(3155)SPMM,105,61,0 --> 2
(3156)SPMM,110,61,0 --> 2
(3157)SPMM,111,61,0 --> 2
(3158)SPMM,112,36,0 --> 2
(3159)SPMM,112,37,0 --> 2
(3160)SPMM,112,61,0 --> 2
(3161)SPMM,113,36,0 --> 2
(3162)SPMM,113,61,0 --> 2
(3163)SPMM,114,37,0 --> 2
(3164)SPMM,114,61,0 --> 2
(3165)SPMM,115,36,0 --> 2
(3166)SPMM,115,61,0 --> 2
(3167)SPMM,119,36,0 --> 2
(3168)SPMM,119,61,0 --> 2
(3169)SPMM,120,36,0 --> 2
(3170)SPMM,120,52,0 --> 2
(3171)SPMM,120,55,0 --> 2
(3172)SPMM,120,56,0 --> 2
(3173)SPMM,120,58,0 --> 2
(3174)SPMM,120,59,0 --> 2
(3175)SPMM,120,61,0 --> 2
(3176)SPMM,121,61,0 --> 2
(3177)SPMM,122,52,0 --> 2
(3178)SPMM,123,60,0 --> 2
(3179)SPMM,96,95,0 --> 2
(3180)SPMM,97,95,0 --> 2
(3181)SPMM,98,95,0 --> 2
(3182)SPMM,99,72,0 --> 2
(3183)SPMM,99,73,0 --> 2
(3184)SPMM,99,79,0 --> 2
(3185)SPMM,99,93,0 --> 2
(3186)SPMM,99,95,0 --> 2
(3187)SPMM,100,95,0 --> 2
(3188)SPMM,101,71,0 --> 2
(3189)SPMM,101,73,0 --> 2
(3190)SPMM,101,74,0 --> 2
(3191)SPMM,101,77,0 --> 2
(3192)SPMM,101,93,0 --> 2
(3193)SPMM,101,95,0 --> 2
(3194)SPMM,102,71,0 --> 2
(3195)SPMM,102,73,0 --> 2
(3196)SPMM,102,74,0 --> 2
(3197)SPMM,102,77,0 --> 2
(3198)SPMM,102,79,0 --> 2
(3199)SPMM,102,93,0 --> 2
(3200)SPMM,102,95,0 --> 2
(3201)SPMM,103,72,0 --> 2
(3202)SPMM,103,73,0 --> 2
(3203)SPMM,103,77,0 --> 2
(3204)SPMM,103,87,0 --> 2
(3205)SPMM,103,93,0 --> 2
(3206)SPMM,103,95,0 --> 2
(3207)SPMM,104,72,0 --> 2
(3208)SPMM,104,87,0 --> 2
(3209)SPMM,104,93,0 --> 2
(3210)SPMM,104,95,0 --> 2
(3211)SPMM,105,95,0 --> 2
(3212)SPMM,106,87,0 --> 2
(3213)SPMM,106,93,0 --> 2
(3214)SPMM,106,95,0 --> 2
(3215)SPMM,107,87,0 --> 2
(3216)SPMM,107,93,0 --> 2
(3217)SPMM,107,95,0 --> 2
(3218)SPMM,108,95,0 --> 2
(3219)SPMM,109,95,0 --> 2
(3220)SPMM,110,95,0 --> 2
(3221)SPMM,111,95,0 --> 2
(3222)SPMM,112,72,0 --> 2
(3223)SPMM,112,79,0 --> 2
(3224)SPMM,112,93,0 --> 2
(3225)SPMM,112,95,0 --> 2
(3226)SPMM,113,72,0 --> 2
(3227)SPMM,113,79,0 --> 2
(3228)SPMM,113,95,0 --> 2
(3229)SPMM,114,95,0 --> 2
(3230)SPMM,115,72,0 --> 2
(3231)SPMM,115,95,0 --> 2
(3232)SPMM,116,79,0 --> 2
(3233)SPMM,116,93,0 --> 2
(3234)SPMM,116,95,0 --> 2
(3235)SPMM,117,79,0 --> 2
(3236)SPMM,117,93,0 --> 2
(3237)SPMM,117,95,0 --> 2
(3238)SPMM,118,95,0 --> 2
(3239)SPMM,119,95,0 --> 2
(3240)SPMM,120,95,0 --> 2
(3241)SPMM,121,72,0 --> 2
(3242)SPMM,121,79,0 --> 2
(3243)SPMM,121,87,0 --> 2
(3244)SPMM,121,93,0 --> 2
(3245)SPMM,121,95,0 --> 2
(3246)SPMM,122,95,0 --> 2
(3247)SPMM,123,95,0 --> 2
(3248)SPMM,96,96,0 --> 2
(3249)SPMM,97,96,0 --> 2
(3250)SPMM,97,97,0 --> 2
(3251)SPMM,98,96,0 --> 2
(3252)SPMM,98,97,0 --> 2
(3253)SPMM,98,98,0 --> 2
(3254)SPMM,99,97,0 --> 2
(3255)SPMM,99,98,0 --> 2
(3256)SPMM,99,99,0 --> 2
(3257)SPMM,100,96,0 --> 2
(3258)SPMM,100,97,0 --> 2
(3259)SPMM,100,98,0 --> 2
(3260)SPMM,100,99,0 --> 2
(3261)SPMM,100,100,0 --> 2
(3262)SPMM,101,96,0 --> 2
(3263)SPMM,101,97,0 --> 2
(3264)SPMM,101,98,0 --> 2
(3265)SPMM,101,100,0 --> 2
(3266)SPMM,101,101,0 --> 2
(3267)SPMM,102,97,0 --> 2
(3268)SPMM,102,98,0 --> 2
(3269)SPMM,102,101,0 --> 2
(3270)SPMM,102,102,0 --> 2
(3271)SPMM,103,96,0 --> 2
(3272)SPMM,103,97,0 --> 2
(3273)SPMM,103,98,0 --> 2
(3274)SPMM,103,99,0 --> 2
(3275)SPMM,103,100,0 --> 2
(3276)SPMM,103,101,0 --> 2
(3277)SPMM,103,102,0 --> 2
(3278)SPMM,103,103,0 --> 2
(3279)SPMM,104,96,0 --> 2
(3280)SPMM,104,97,0 --> 2
(3281)SPMM,104,99,0 --> 2
(3282)SPMM,104,103,0 --> 2
(3283)SPMM,104,104,0 --> 2
(3284)SPMM,105,96,0 --> 2
(3285)SPMM,105,99,0 --> 2
(3286)SPMM,105,103,0 --> 2
(3287)SPMM,105,104,0 --> 2
(3288)SPMM,105,105,0 --> 2
(3289)SPMM,106,96,0 --> 2
(3290)SPMM,106,97,0 --> 2
(3291)SPMM,106,98,0 --> 2
(3292)SPMM,106,99,0 --> 2
(3293)SPMM,106,103,0 --> 2
(3294)SPMM,106,104,0 --> 2
(3295)SPMM,106,105,0 --> 2
(3296)SPMM,106,106,0 --> 2
(3297)SPMM,107,97,0 --> 2
(3298)SPMM,107,98,0 --> 2
(3299)SPMM,107,99,0 --> 2
(3300)SPMM,107,101,0 --> 2
(3301)SPMM,107,103,0 --> 2
(3302)SPMM,107,104,0 --> 2
(3303)SPMM,107,106,0 --> 2
(3304)SPMM,107,107,0 --> 2
(3305)SPMM,108,97,0 --> 2
(3306)SPMM,108,99,0 --> 2
(3307)SPMM,108,103,0 --> 2
(3308)SPMM,108,104,0 --> 2
(3309)SPMM,108,106,0 --> 2
(3310)SPMM,108,107,0 --> 2
(3311)SPMM,108,108,0 --> 2
(3312)SPMM,109,97,0 --> 2
(3313)SPMM,109,99,0 --> 2
(3314)SPMM,109,103,0 --> 2
(3315)SPMM,109,106,0 --> 2
(3316)SPMM,109,107,0 --> 2
(3317)SPMM,109,108,0 --> 2
(3318)SPMM,109,109,0 --> 2
(3319)SPMM,110,96,0 --> 2
(3320)SPMM,110,97,0 --> 2
(3321)SPMM,110,103,0 --> 2
(3322)SPMM,110,109,0 --> 2
(3323)SPMM,110,110,0 --> 2
(3324)SPMM,111,96,0 --> 2
(3325)SPMM,111,103,0 --> 2
(3326)SPMM,111,109,0 --> 2
(3327)SPMM,111,110,0 --> 2
(3328)SPMM,111,111,0 --> 2
(3329)SPMM,112,96,0 --> 2
(3330)SPMM,112,97,0 --> 2
(3331)SPMM,112,98,0 --> 2
(3332)SPMM,112,99,0 --> 2
(3333)SPMM,112,100,0 --> 2
(3334)SPMM,112,101,0 --> 2
(3335)SPMM,112,102,0 --> 2
(3336)SPMM,112,103,0 --> 2
(3337)SPMM,112,111,0 --> 2
(3338)SPMM,112,112,0 --> 2
(3339)SPMM,113,96,0 --> 2
(3340)SPMM,113,97,0 --> 2
(3341)SPMM,113,99,0 --> 2
(3342)SPMM,113,104,0 --> 2
(3343)SPMM,113,105,0 --> 2
(3344)SPMM,113,106,0 --> 2
(3345)SPMM,113,108,0 --> 2
(3346)SPMM,113,109,0 --> 2
(3347)SPMM,113,111,0 --> 2
(3348)SPMM,113,112,0 --> 2
(3349)SPMM,113,113,0 --> 2
(3350)SPMM,114,104,0 --> 2
(3351)SPMM,114,105,0 --> 2
(3352)SPMM,114,106,0 --> 2
(3353)SPMM,114,112,0 --> 2
(3354)SPMM,114,113,0 --> 2
(3355)SPMM,114,114,0 --> 2
(3356)SPMM,115,96,0 --> 2
(3357)SPMM,115,97,0 --> 2
(3358)SPMM,115,99,0 --> 2
(3359)SPMM,115,104,0 --> 2
(3360)SPMM,115,105,0 --> 2
(3361)SPMM,115,106,0 --> 2
(3362)SPMM,115,108,0 --> 2
(3363)SPMM,115,109,0 --> 2
(3364)SPMM,115,111,0 --> 2
(3365)SPMM,115,112,0 --> 2
(3366)SPMM,115,113,0 --> 2
(3367)SPMM,115,114,0 --> 2
(3368)SPMM,115,115,0 --> 2
(3369)SPMM,116,96,0 --> 2
(3370)SPMM,116,97,0 --> 2
(3371)SPMM,116,98,0 --> 2
(3372)SPMM,116,99,0 --> 2
(3373)SPMM,116,100,0 --> 2
(3374)SPMM,116,101,0 --> 2
(3375)SPMM,116,102,0 --> 2
(3376)SPMM,116,103,0 --> 2
(3377)SPMM,116,104,0 --> 2
(3378)SPMM,116,106,0 --> 2
(3379)SPMM,116,107,0 --> 2
(3380)SPMM,116,108,0 --> 2
(3381)SPMM,116,109,0 --> 2
(3382)SPMM,116,111,0 --> 2
(3383)SPMM,116,112,0 --> 2
(3384)SPMM,116,113,0 --> 2
(3385)SPMM,116,115,0 --> 2
(3386)SPMM,116,116,0 --> 2
(3387)SPMM,117,99,0 --> 2
(3388)SPMM,117,100,0 --> 2
(3389)SPMM,117,103,0 --> 2
(3390)SPMM,117,104,0 --> 2
(3391)SPMM,117,106,0 --> 2
(3392)SPMM,117,107,0 --> 2
(3393)SPMM,117,108,0 --> 2
(3394)SPMM,117,109,0 --> 2
(3395)SPMM,117,112,0 --> 2
(3396)SPMM,117,113,0 --> 2
(3397)SPMM,117,116,0 --> 2
(3398)SPMM,117,117,0 --> 2
(3399)SPMM,118,96,0 --> 2
(3400)SPMM,118,97,0 --> 2
(3401)SPMM,118,99,0 --> 2
(3402)SPMM,118,100,0 --> 2
(3403)SPMM,118,101,0 --> 2
(3404)SPMM,118,103,0 --> 2
(3405)SPMM,118,104,0 --> 2
(3406)SPMM,118,106,0 --> 2
(3407)SPMM,118,107,0 --> 2
(3408)SPMM,118,108,0 --> 2
(3409)SPMM,118,109,0 --> 2
(3410)SPMM,118,110,0 --> 2
(3411)SPMM,118,112,0 --> 2
(3412)SPMM,118,113,0 --> 2
(3413)SPMM,118,116,0 --> 2
(3414)SPMM,118,117,0 --> 2
(3415)SPMM,118,118,0 --> 2
(3416)SPMM,119,96,0 --> 2
(3417)SPMM,119,97,0 --> 2
(3418)SPMM,119,103,0 --> 2
